source,target
HB08998,"sagarbarria, manuel t."
HB08998,"nieto, john marvin ""yul servo"" c."
HB08998,"quimbo, stella luz a."
HB08998,"agabas, tyrone d."
HB08998,"yu, divina grace c."
HB08998,"romualdo, xavier jesus d."
HB08998,"calderon, peter john d."
HB08998,"robes, florida ""rida"" p."
HB08998,"bautista-bandigan, lorna p."
HB08998,"roman, geraldine b."
HB08998,"revilla, strike b."
HB08998,"labadlabad, glona g."
HB08998,"del mar, raul v."
HB08998,"deloso-montalla, cheryl p."
HB08998,"cabatbat, argel joseph t."
HB08998,"ty, diego ""nonoy"" c."
HB08998,"bolilia, lianda b."
HB08998,"maceda, edward vera perez"
HB08998,"torres-gomez, lucy"
HB08998,"acop, resurreccion m."
HB08998,"balindong, yasser alonto"
HB08998,"flores, jonathan keith t."
HB08998,"mariano-hernandez, ruth"
HB08998,"escudero, evelina g."
HB08998,"fortun, lawrence ""law"" h."
HB08998,"saulog, irene gay f."
HB08998,"dujali, alan ""aldu"" r."
HB08998,"tulfo, jocelyn p."
HB08998,"tan, alyssa sheena p."
HB08998,"tejada, jose ""ping-ping"" i."
HB08998,"de venecia, christopher v.p."
HB08998,"loyola, dahlia a."
HB08998,"almario, joel mayo z."
HB08998,"gonzaga, ruwel peter s."
HB08998,"baronda, julienne ""jam"" l."
HB08998,"caminero, wilfredo ""willy"" s."
HB08998,"cari, carl nicolas c."
HB08998,"haresco, teodorico jr. t."
HB08998,"tutor, kristine alexie b."
HB08998,"dimaporo, mohamad khalid q."
HB08998,"savellano, deogracias victor ""dv"" b."
HB08998,"bascug, alfel m."
HB08998,"romualdez, yedda marie k."
HB08998,"tiangco, john reynald m."
HB08998,"dimaporo, abdullah d."
HB08998,"fariñas, ria christina g."
HB08998,"rodriguez, rufus b."
HB08998,"dagooc, sergio c."
HB08998,"albano, antonio ""tonypet"" t."
HB08998,"campos, luis jr. n."
HB08998,"cua, junie e."
HB08998,"oaminal, henry s."
HB08998,"dy, faustino michael carlos iii t."
HB08998,"arenas, rose marie ""baby"" j."
HB08998,"tallado, josefina b."
HB08998,"ortega, pablo c."
HB08998,"dalipe, manuel jose ""mannix"" m."
HB08998,"salvador-tambunting, joy myra"
HB08998,"radaza, paz c."
HB08998,"reyes, allan benedict s."
HB08998,"violago, micaela s."
HB08998,"natividad-nagaño, maricel g., md."
HB08998,"duavit, michael john r."
HB08998,"villafuerte, luis raymund  jr. ""lray"" f."
HB08998,"momo, romeo sr. s."
HB08998,"mendoza, raymond democrito c."
HB08998,"dy, faustino v ""inno"" a."
HB08998,"frasco, vincent franco 'duke'  d."
HB08998,"angara, rommel rico t."
HB08998,"daza, paul ruiz"
HB08998,"alfonso, samantha louise vargas"
HB08998,"tan, angelina ""helen"" d.l., m.d."
HB08998,"de jesus, presley c."
HB08998,"ong, jose jr. ""jun"" l."
HB08998,"cabochan, manuel iii dg."
HB08998,"vergara, rosanna ""ria"" v."
HB08998,"yap, eric go"
HB08998,"benitez, francisco ""kiko""  b."
HB08998,"fariñas, rudys caesar i g."
HB08999,"suansing, horacio jr. p."
HB08999,"go, mark o."
HB08999,"bordado, gabriel jr. h."
HB08999,"enverga, wilfrido mark m."
HB08999,"reyes, allan benedict s."
HB08999,"bulut, elias jr. c."
HB08999,"cuaresma, luisa lloren"
HB08999,"chipeco, joaquin jr. m."
HB08999,"gullas, eduardo ""eddie"" r."
HB08999,"gasataya, greg g."
HB08999,"chatto, edgar m."
HB08999,"sanchez, hector s."
HB08999,"gato, ciriaco jr. b."
HB08999,"arroyo, ma. lourdes t."
HB08999,"defensor, lorenz r."
HB08999,"gorriceta, michael b."
HB08999,"biazon, ruffy b."
HB08999,"dy, ian paul l."
HB08999,"guya, godofredo n."
HB08999,"singson-meehan, kristine"
HB08999,"garcia, pablo john f."
HB08999,"sagarbarria, manuel t."
HB08999,"olivarez, eric l."
HB08999,"lim, aloy"
HB08999,"cagas, mercedes ""didi"" c."
HB08999,"quimbo, stella luz a."
HB08999,"yu, divina grace c."
HB08999,"barba, angelo marcos"
HB08999,"calderon, peter john d."
HB08999,"robes, florida ""rida"" p."
HB08999,"bautista-bandigan, lorna p."
HB08999,"collantes, ma. theresa v."
HB08999,"roman, geraldine b."
HB08999,"revilla, strike b."
HB08999,"hofer, ann k."
HB08999,"labadlabad, glona g."
HB08999,"deloso-montalla, cheryl p."
HB08999,"cabatbat, argel joseph t."
HB08999,"umali, alfonso jr. v."
HB08999,"ty, diego ""nonoy"" c."
HB08999,"bolilia, lianda b."
HB08999,"maceda, edward vera perez"
HB08999,"torres-gomez, lucy"
HB08999,"castro, france l."
HB08999,"acop, resurreccion m."
HB08999,"balindong, yasser alonto"
HB08999,"flores, jonathan keith t."
HB08999,"mariano-hernandez, ruth"
HB08999,"escudero, evelina g."
HB08999,"abueg-zaldivar, cyrille ""beng"" f."
HB08999,"fortun, lawrence ""law"" h."
HB08999,"saulog, irene gay f."
HB08999,"dujali, alan ""aldu"" r."
HB08999,"tan, alyssa sheena p."
HB08999,"alonte, marlyn ""len"" b."
HB08999,"tejada, jose ""ping-ping"" i."
HB08999,"de venecia, christopher v.p."
HB08999,"loyola, dahlia a."
HB08999,"gonzaga, ruwel peter s."
HB08999,"co, angelica natasha"
HB08999,"caminero, wilfredo ""willy"" s."
HB08999,"cari, carl nicolas c."
HB08999,"haresco, teodorico jr. t."
HB08999,"tutor, kristine alexie b."
HB08999,"ebcas, adriano a."
HB08999,"dimaporo, mohamad khalid q."
HB08999,"lara, joseph ""jojo"" l."
HB08999,"savellano, deogracias victor ""dv"" b."
HB08999,"bascug, alfel m."
HB08999,"dimaporo, abdullah d."
HB08999,"tiangco, john reynald m."
HB08999,"rodriguez, rufus b."
HB08999,"dagooc, sergio c."
HB08999,"villarica, henry r."
HB08999,"albano, antonio ""tonypet"" t."
HB08999,"campos, luis jr. n."
HB08999,"cua, junie e."
HB08999,"oaminal, henry s."
HB08999,"cueva, leo rafael m."
HB08999,"dy, faustino michael carlos iii t."
HB08999,"dalipe, manuel jose ""mannix"" m."
HB08999,"arenas, rose marie ""baby"" j."
HB08999,"suarez, david ""jay-jay"" c."
HB08999,"ortega, pablo c."
HB08999,"uy, juliette t."
HB08999,"eriguel, sandra y., m.d."
HB08999,"salvador-tambunting, joy myra"
HB08999,"suansing, estrellita b."
HB08999,"violago, micaela s."
HB08999,"natividad-nagaño, maricel g., md."
HB08999,"matugas, francisco jose ii ""bingo"" f., cpa,ceso,llb"
HB08999,"tupas, raul ""boboy"" c."
HB08999,"duavit, michael john r."
HB08999,"celeste, arnold  ""noli"" d."
HB08999,"villafuerte, luis raymund  jr. ""lray"" f."
HB08999,"pacquiao, alberto ""bobby"" d."
HB08999,"momo, romeo sr. s."
HB08999,"espino, jumel anthony i."
HB08999,"dy, faustino v ""inno"" a."
HB08999,"ouano-dizon, emmarie ""lolypop"" m."
HB08999,"nava, ma. lucille l., m.d."
HB08999,"frasco, vincent franco 'duke'  d."
HB08999,"bañas-nograles, shirlyn l."
HB08999,"vargas, alfred d."
HB08999,"defensor, michael t."
HB08999,"daza, paul ruiz"
HB08999,"alfonso, samantha louise vargas"
HB08999,"gonzales, aurelio jr. ""dong"" d."
HB08999,"tan, angelina ""helen"" d.l., m.d."
HB08999,"de jesus, presley c."
HB08999,"ong, jose jr. ""jun"" l."
HB08999,"ramos, ma. bernardita  ""ditas""  b."
HB08999,"cabochan, manuel iii dg."
HB08999,"vergara, rosanna ""ria"" v."
HB08999,"ecleo, alan 1 b."
HB08999,"benitez, francisco ""kiko""  b."
HB09000,"fortun, lawrence ""law"" h."
HB09001,"espino, jumel anthony i."
HB09002,"dimaporo, mohamad khalid q."
HB09003,"dimaporo, mohamad khalid q."
HB09004,"go, mark o."
HB09004,"villanueva, eduardo ""bro. eddie"" c."
HB09004,"bordado, gabriel jr. h."
HB09004,"hernandez, ferdinand l."
HB09004,"reyes, allan benedict s."
HB09004,"ermita-buhain, elenita milagros ""eileen"""
HB09004,"nuñez-malanyaon, corazon t."
HB09004,"cuaresma, luisa lloren"
HB09004,"gullas, eduardo ""eddie"" r."
HB09004,"gasataya, greg g."
HB09004,"delos santos, alfred c."
HB09004,"gaite, ferdinand r."
HB09004,"limkaichong, jocelyn sy"
HB09004,"marcoleta, rodante d."
HB09004,"umali, ma. victoria v."
HB09004,"guya, godofredo n."
HB09004,"singson-meehan, kristine"
HB09004,"sagarbarria, manuel t."
HB09004,"salceda, joey sarte"
HB09004,"nieto, john marvin ""yul servo"" c."
HB09004,"sy-alvarado, ""kuya"" jose antonio r."
HB09004,"quimbo, stella luz a."
HB09004,"agabas, tyrone d."
HB09004,"romulo, roman t."
HB09004,"barba, angelo marcos"
HB09004,"calderon, peter john d."
HB09004,"robes, florida ""rida"" p."
HB09004,"castelo, precious hipolito"
HB09004,"babasa, leonardo jr. l."
HB09004,"bautista-bandigan, lorna p."
HB09004,"revilla, strike b."
HB09004,"gonzalez, sandro l."
HB09004,"hofer, ann k."
HB09004,"labadlabad, glona g."
HB09004,"ty, diego ""nonoy"" c."
HB09004,"lacson, virgilio s."
HB09004,"castro, france l."
HB09004,"acop, resurreccion m."
HB09004,"elago, sarah jane i."
HB09004,"balindong, yasser alonto"
HB09004,"flores, jonathan keith t."
HB09004,"mariano-hernandez, ruth"
HB09004,"zarate, carlos isagani t."
HB09004,"escudero, evelina g."
HB09004,"suntay, jesus ""bong"" c."
HB09004,"atienza, jose jr. l."
HB09004,"saulog, irene gay f."
HB09004,"tan, alyssa sheena p."
HB09004,"alonte, marlyn ""len"" b."
HB09004,"de venecia, christopher v.p."
HB09004,"gonzaga, ruwel peter s."
HB09004,"dalog, maximo jr. y."
HB09004,"cari, carl nicolas c."
HB09004,"haresco, teodorico jr. t."
HB09004,"jalosjos, romeo jr. m."
HB09004,"cabredo, fernando t."
HB09004,"dimaporo, mohamad khalid q."
HB09004,"savellano, deogracias victor ""dv"" b."
HB09004,"bascug, alfel m."
HB09004,"dimaporo, abdullah d."
HB09004,"tiangco, john reynald m."
HB09004,"rodriguez, rufus b."
HB09004,"dagooc, sergio c."
HB09004,"albano, antonio ""tonypet"" t."
HB09004,"campos, luis jr. n."
HB09004,"cua, junie e."
HB09004,"rivera, domingo c."
HB09004,"zubiri, manuel f."
HB09004,"dy, faustino michael carlos iii t."
HB09004,"arenas, rose marie ""baby"" j."
HB09004,"suarez, david ""jay-jay"" c."
HB09004,"ortega, pablo c."
HB09004,"fortuno, jocelyn f."
HB09004,"eriguel, sandra y., m.d."
HB09004,"salvador-tambunting, joy myra"
HB09004,"suansing, estrellita b."
HB09004,"violago, micaela s."
HB09004,"natividad-nagaño, maricel g., md."
HB09004,"villafuerte, luis raymund  jr. ""lray"" f."
HB09004,"momo, romeo sr. s."
HB09004,"dy, faustino v ""inno"" a."
HB09004,"frasco, vincent franco 'duke'  d."
HB09004,"vargas, alfred d."
HB09004,"defensor, michael t."
HB09004,"jimenez, cesar jr. ""jawo"" l."
HB09004,"guico, ramon iii ""mon-mon"" v."
HB09004,"daza, paul ruiz"
HB09004,"alfonso, samantha louise vargas"
HB09004,"paduano, joseph stephen ""caraps"" s."
HB09004,"vergara, rosanna ""ria"" v."
HB09004,"go, ed christopher  s."
HB09004,"yap, eric go"
HB09004,"benitez, francisco ""kiko""  b."
HB09004,"fariñas, rudys caesar i g."
HB09004,"garcia, jose enrique iii ""joet"" s."
HB09005,"villa, jake vincent"
HB09006,"oaminal, henry s."
HB09007,"bordado, gabriel jr. h."
HB09007,"ermita-buhain, elenita milagros ""eileen"""
HB09007,"nuñez-malanyaon, corazon t."
HB09007,"tan, sharee ann t."
HB09007,"delos santos, alfred c."
HB09007,"gasataya, greg g."
HB09007,"gato, ciriaco jr. b."
HB09007,"arroyo, ma. lourdes t."
HB09007,"abu, raneo ""ranie"" e."
HB09007,"marcoleta, rodante d."
HB09007,"guya, godofredo n."
HB09007,"garin, sharon s."
HB09007,"co, elizaldy s."
HB09007,"sagarbarria, manuel t."
HB09007,"garcia, pablo john f."
HB09007,"pimentel, johnny ty"
HB09007,"olivarez, eric l."
HB09007,"quimbo, stella luz a."
HB09007,"herrera-dy, bernadette ""bh"""
HB09007,"barba, angelo marcos"
HB09007,"albano, rodolfo b."
HB09007,"garbin, alfredo jr. a."
HB09007,"gatchalian, wes"
HB09007,"romualdez, ferdinand martin g."
HB09007,"babasa, leonardo jr. l."
HB09007,"collantes, ma. theresa v."
HB09007,"nograles, jericho jonas b."
HB09007,"revilla, strike b."
HB09007,"gonzalez, sandro l."
HB09007,"fernando, bayani f."
HB09007,"deloso-montalla, cheryl p."
HB09007,"panotes, marisol c."
HB09007,"aumentado, erico aristotle c."
HB09007,"acop, resurreccion m."
HB09007,"nograles, juan fidel felipe f."
HB09007,"villar, camille a."
HB09007,"escudero, evelina g."
HB09007,"abueg-zaldivar, cyrille ""beng"" f."
HB09007,"suntay, jesus ""bong"" c."
HB09007,"tan, alyssa sheena p."
HB09007,"fongwan, nestor b."
HB09007,"alonte, marlyn ""len"" b."
HB09007,"gonzaga, ruwel peter s."
HB09007,"co, angelica natasha"
HB09007,"dalog, maximo jr. y."
HB09007,"tutor, kristine alexie b."
HB09007,"jalosjos, romeo jr. m."
HB09007,"cabredo, fernando t."
HB09007,"alvarez, franz ""chicoy"" e."
HB09007,"bascug, alfel m."
HB09007,"tiangco, john reynald m."
HB09007,"salo, ron p."
HB09007,"mangaoang, allen jesse c."
HB09007,"fariñas, ria christina g."
HB09007,"rodriguez, rufus b."
HB09007,"dagooc, sergio c."
HB09007,"cua, junie e."
HB09007,"zubiri, manuel f."
HB09007,"dy, faustino michael carlos iii t."
HB09007,"arenas, rose marie ""baby"" j."
HB09007,"suarez, david ""jay-jay"" c."
HB09007,"ortega, pablo c."
HB09007,"suansing, estrellita b."
HB09007,"violago, micaela s."
HB09007,"nolasco, ramon jr. c."
HB09007,"natividad-nagaño, maricel g., md."
HB09007,"go, mark o."
HB09007,"gonzales, neptali ii m."
HB09007,"hernandez, ferdinand l."
HB09007,"bulut, elias jr. c."
HB09007,"remulla, jesus crispin c."
HB09007,"cuaresma, luisa lloren"
HB09007,"gullas, eduardo ""eddie"" r."
HB09007,"gaite, ferdinand r."
HB09007,"sanchez, hector s."
HB09007,"limkaichong, jocelyn sy"
HB09007,"yap, victor a."
HB09007,"chungalao, solomon r."
HB09007,"dy, ian paul l."
HB09007,"singson-meehan, kristine"
HB09007,"santos-recto, vilma"
HB09007,"estrella, conrado iii m."
HB09007,"kho, elisa ""olga"" t."
HB09007,"salceda, joey sarte"
HB09007,"sy-alvarado, ""kuya"" jose antonio r."
HB09007,"agabas, tyrone d."
HB09007,"romualdo, xavier jesus d."
HB09007,"robes, florida ""rida"" p."
HB09007,"castelo, precious hipolito"
HB09007,"bautista-bandigan, lorna p."
HB09007,"roman, geraldine b."
HB09007,"macapagal arroyo, juan miguel"
HB09007,"hofer, ann k."
HB09007,"labadlabad, glona g."
HB09007,"ty, diego ""nonoy"" c."
HB09007,"bolilia, lianda b."
HB09007,"lacson, virgilio s."
HB09007,"flores, jonathan keith t."
HB09007,"garin, janette l."
HB09007,"atienza, jose jr. l."
HB09007,"saulog, irene gay f."
HB09007,"bagatsing, cristal l."
HB09007,"de venecia, christopher v.p."
HB09007,"unabia, christian s."
HB09007,"barbers, robert ace s."
HB09007,"cari, carl nicolas c."
HB09007,"haresco, teodorico jr. t."
HB09007,"lacson-noel, josephine veronique r."
HB09007,"dimaporo, mohamad khalid q."
HB09007,"lara, joseph ""jojo"" l."
HB09007,"savellano, deogracias victor ""dv"" b."
HB09007,"dimaporo, abdullah d."
HB09007,"silverio, lorna c."
HB09007,"albano, antonio ""tonypet"" t."
HB09007,"campos, luis jr. n."
HB09007,"barzaga, elpidio jr. f."
HB09007,"uy, juliette t."
HB09007,"fortuno, jocelyn f."
HB09007,"eriguel, sandra y., m.d."
HB09007,"salvador-tambunting, joy myra"
HB09007,"reyes, allan benedict s."
HB09007,"bernos, joseph sto. niño b."
HB09007,"duavit, michael john r."
HB09007,"celeste, arnold  ""noli"" d."
HB09007,"ouano-dizon, emmarie ""lolypop"" m."
HB09007,"frasco, vincent franco 'duke'  d."
HB09007,"singson, jose jr. ""bonito"" c."
HB09007,"defensor, michael t."
HB09007,"jimenez, cesar jr. ""jawo"" l."
HB09007,"acosta, gil ""kabarangay jr."" a."
HB09007,"lazatin, carmelo ii ""jon""  b."
HB09007,"ramos, ma. bernardita  ""ditas""  b."
HB09007,"paduano, joseph stephen ""caraps"" s."
HB09007,"vergara, rosanna ""ria"" v."
HB09007,"yap, eric go"
HB09007,"villafuerte, luis raymund  jr. ""lray"" f."
HB09007,"momo, romeo sr. s."
HB09007,"espino, jumel anthony i."
HB09007,"romero, michael  l., ph.d."
HB09007,"teves, jose jr. ""bong"" j."
HB09007,"dy, faustino v ""inno"" a."
HB09007,"kho, wilton ""tonton"" tan"
HB09007,"vargas, alfred d."
HB09007,"guico, ramon iii ""mon-mon"" v."
HB09007,"daza, paul ruiz"
HB09007,"alfonso, samantha louise vargas"
HB09007,"gonzales, aurelio jr. ""dong"" d."
HB09007,"de jesus, presley c."
HB09007,"go, ed christopher  s."
HB09007,"ty, allan u."
HB09007,"benitez, francisco ""kiko""  b."
HB09007,"fariñas, rudys caesar i g."
HB09007,"crisologo, anthony peter ""onyx""  d."
HB09008,"legarda, loren"
HB09009,"enverga, wilfrido mark m."
HB09010,"de venecia, christopher v.p."
HB09011,"rodriguez, rufus b."
HB09011,"uy, rolando ""klarex"" a."
HB09012,"rodriguez, rufus b."
HB09012,"uy, rolando ""klarex"" a."
HB09013,"rodriguez, rufus b."
HB09013,"uy, rolando ""klarex"" a."
HB09014,"rodriguez, rufus b."
HB09014,"uy, rolando ""klarex"" a."
HB09015,"rodriguez, rufus b."
HB09015,"uy, rolando ""klarex"" a."
HB09016,"rodriguez, rufus b."
HB09016,"uy, rolando ""klarex"" a."
HB09017,"rodriguez, rufus b."
HB09017,"uy, rolando ""klarex"" a."
HB09018,"rodriguez, rufus b."
HB09018,"uy, rolando ""klarex"" a."
HB09019,"rodriguez, rufus b."
HB09019,"uy, rolando ""klarex"" a."
HB09020,"rodriguez, rufus b."
HB09020,"uy, rolando ""klarex"" a."
HB09021,"rodriguez, rufus b."
HB09021,"uy, rolando ""klarex"" a."
HB09022,"rodriguez, rufus b."
HB09022,"uy, rolando ""klarex"" a."
HB09023,"rodriguez, rufus b."
HB09023,"uy, rolando ""klarex"" a."
HB09024,"rodriguez, rufus b."
HB09024,"uy, rolando ""klarex"" a."
HB09025,"rodriguez, rufus b."
HB09025,"uy, rolando ""klarex"" a."
HB09026,"rodriguez, rufus b."
HB09026,"uy, rolando ""klarex"" a."
HB09027,"rodriguez, rufus b."
HB09027,"uy, rolando ""klarex"" a."
HB09028,"bañas-nograles, shirlyn l."
HB09029,"bañas-nograles, shirlyn l."
HB09030,"suansing, horacio jr. p."
HB09030,"plaza, eddiebong g."
HB09030,"go, mark o."
HB09030,"enverga, wilfrido mark m."
HB09030,"hernandez, ferdinand l."
HB09030,"ermita-buhain, elenita milagros ""eileen"""
HB09030,"cuaresma, luisa lloren"
HB09030,"delos santos, alfred c."
HB09030,"gasataya, greg g."
HB09030,"belmonte, jose christopher y."
HB09030,"limkaichong, jocelyn sy"
HB09030,"sanchez, hector s."
HB09030,"gato, ciriaco jr. b."
HB09030,"padiernos, jose gay g."
HB09030,"ong, ronnie l."
HB09030,"biazon, ruffy b."
HB09030,"umali, ma. victoria v."
HB09030,"guya, godofredo n."
HB09030,"singson-meehan, kristine"
HB09030,"co, elizaldy s."
HB09030,"garcia, pablo john f."
HB09030,"sagarbarria, manuel t."
HB09030,"sangcopan, amihilda j."
HB09030,"kho, elisa ""olga"" t."
HB09030,"lim, aloy"
HB09030,"salceda, joey sarte"
HB09030,"nieto, john marvin ""yul servo"" c."
HB09030,"sy-alvarado, ""kuya"" jose antonio r."
HB09030,"quimbo, stella luz a."
HB09030,"agabas, tyrone d."
HB09030,"romulo, roman t."
HB09030,"barba, angelo marcos"
HB09030,"romualdo, xavier jesus d."
HB09030,"gatchalian, wes"
HB09030,"calderon, peter john d."
HB09030,"babasa, leonardo jr. l."
HB09030,"bautista-bandigan, lorna p."
HB09030,"roman, geraldine b."
HB09030,"nograles, jericho jonas b."
HB09030,"gonzalez, sandro l."
HB09030,"revilla, strike b."
HB09030,"hofer, ann k."
HB09030,"labadlabad, glona g."
HB09030,"deloso-montalla, cheryl p."
HB09030,"cabatbat, argel joseph t."
HB09030,"ty, diego ""nonoy"" c."
HB09030,"flores, jonathan keith t."
HB09030,"balindong, yasser alonto"
HB09030,"puno, roberto v."
HB09030,"fortun, lawrence ""law"" h."
HB09030,"suntay, jesus ""bong"" c."
HB09030,"tejada, jose ""ping-ping"" i."
HB09030,"alonte, marlyn ""len"" b."
HB09030,"gonzaga, ruwel peter s."
HB09030,"dalog, maximo jr. y."
HB09030,"caminero, wilfredo ""willy"" s."
HB09030,"cari, carl nicolas c."
HB09030,"haresco, teodorico jr. t."
HB09030,"tutor, kristine alexie b."
HB09030,"cabredo, fernando t."
HB09030,"jalosjos, romeo jr. m."
HB09030,"ramirez-sato, josephine"
HB09030,"dimaporo, mohamad khalid q."
HB09030,"savellano, deogracias victor ""dv"" b."
HB09030,"bascug, alfel m."
HB09030,"tiangco, john reynald m."
HB09030,"salo, ron p."
HB09030,"dimaporo, abdullah d."
HB09030,"rodriguez, rufus b."
HB09030,"fariñas, ria christina g."
HB09030,"silverio, lorna c."
HB09030,"dagooc, sergio c."
HB09030,"cua, junie e."
HB09030,"campos, luis jr. n."
HB09030,"zubiri, manuel f."
HB09030,"velasco, lord allan jay q."
HB09030,"bravo, narciso jr. r."
HB09030,"arenas, rose marie ""baby"" j."
HB09030,"suarez, david ""jay-jay"" c."
HB09030,"ortega, pablo c."
HB09030,"uy, juliette t."
HB09030,"amatong, isagani s."
HB09030,"fortuno, jocelyn f."
HB09030,"salvador-tambunting, joy myra"
HB09030,"violago, micaela s."
HB09030,"bernos, joseph sto. niño b."
HB09030,"natividad-nagaño, maricel g., md."
HB09030,"matugas, francisco jose ii ""bingo"" f., cpa,ceso,llb"
HB09030,"celeste, arnold  ""noli"" d."
HB09030,"villafuerte, luis raymund  jr. ""lray"" f."
HB09030,"momo, romeo sr. s."
HB09030,"espino, jumel anthony i."
HB09030,"mendoza, raymond democrito c."
HB09030,"romero, michael  l., ph.d."
HB09030,"ouano-dizon, emmarie ""lolypop"" m."
HB09030,"nava, ma. lucille l., m.d."
HB09030,"frasco, vincent franco 'duke'  d."
HB09030,"vargas, alfred d."
HB09030,"mariño,  mario vittorio ""marvey"" a."
HB09030,"jimenez, cesar jr. ""jawo"" l."
HB09030,"guico, ramon iii ""mon-mon"" v."
HB09030,"daza, paul ruiz"
HB09030,"ong, jose jr. ""jun"" l."
HB09030,"cabochan, manuel iii dg."
HB09030,"vergara, rosanna ""ria"" v."
HB09030,"yap, eric go"
HB09030,"sarmiento, edgar mary s."
HB09030,"zamora, manuel ""way kurat"" e."
HB09030,"peña, romulo jr.  ""kid"""
HB09030,"fariñas, rudys caesar i g."
HB09030,"garcia, jose enrique iii ""joet"" s."
HB09031,"escudero, evelina g."
HB09032,"escudero, evelina g."
HB09033,"escudero, evelina g."
HB09034,"escudero, evelina g."
HB09035,"escudero, evelina g."
HB09036,"escudero, evelina g."
HB09037,"escudero, evelina g."
HB09038,"rodriguez, rufus b."
HB09039,"rodriguez, rufus b."
HB09040,"rodriguez, rufus b."
HB09041,"rodriguez, rufus b."
HB09042,"rodriguez, rufus b."
HB09043,"rodriguez, rufus b."
HB09044,"rodriguez, rufus b."
HB09045,"rodriguez, rufus b."
HB09046,"rodriguez, rufus b."
HB09047,"rodriguez, rufus b."
HB09048,"rodriguez, rufus b."
HB09049,"rodriguez, rufus b."
HB09050,"rodriguez, rufus b."
HB09051,"rodriguez, rufus b."
HB09052,"rodriguez, rufus b."
HB09053,"rodriguez, rufus b."
HB09054,"geron, rico b."
HB09055,"pacquiao, rogelio ""ruel"" d."
HB09056,"agarao, benjamin jr. c."
HB09056,"yap, eric go"
HB09056,"sarmiento, edgar mary s."
HB09057,"revilla, strike b."
HB09057,"bordado, gabriel jr. h."
HB09057,"cabredo, fernando t."
HB09057,"salceda, joey sarte"
HB09057,"nieto, john marvin ""yul servo"" c."
HB09057,"tiangco, john reynald m."
HB09057,"lacson, virgilio s."
HB09057,"pineda, enrico a."
HB09057,"arenas, rose marie ""baby"" j."
HB09057,"yap, victor a."
HB09057,"salvador-tambunting, joy myra"
HB09057,"violago, micaela s."
HB09057,"nolasco, ramon jr. c."
HB09057,"romero, michael  l., ph.d."
HB09057,"peña, romulo jr.  ""kid"""
HB09057,"benitez, francisco ""kiko""  b."
HB09057,"gonzales, aurelio jr. ""dong"" d."
HB09057,"garcia, jose enrique iii ""joet"" s."
HB09058,"quimbo, stella luz a."
HB09058,"garin, sharon s."
HB09059,"suarez, aleta c."
HB09059,"roman, geraldine b."
HB09059,"legarda, loren"
HB09059,"sangcopan, amihilda j."
HB09059,"deloso-montalla, cheryl p."
HB09059,"romualdez, yedda marie k."
HB09059,"herrera-dy, bernadette ""bh"""
HB09059,"mariano-hernandez, ruth"
HB09059,"belmonte, jose christopher y."
HB09059,"acosta-alba, maria lourdes"
HB09059,"fortun, lawrence ""law"" h."
HB09059,"limkaichong, jocelyn sy"
HB09059,"arroyo, ma. lourdes t."
HB09059,"saulog, irene gay f."
HB09059,"zubiri, manuel f."
HB09059,"robes, florida ""rida"" p."
HB09059,"alonte, marlyn ""len"" b."
HB09059,"arenas, rose marie ""baby"" j."
HB09059,"salvador-tambunting, joy myra"
HB09059,"radaza, paz c."
HB09059,"loyola, dahlia a."
HB09059,"baronda, julienne ""jam"" l."
HB09059,"aragones, sol"
HB09059,"vergara, rosanna ""ria"" v."
HB09059,"vargas, alfred d."
HB09059,"nava, ma. lucille l., m.d."
HB09060,"benitez, francisco ""kiko""  b."
HB09061,"brosas, arlene d."
HB09061,"bordado, gabriel jr. h."
HB09061,"enverga, wilfrido mark m."
HB09061,"siao, frederick w."
HB09061,"cuaresma, luisa lloren"
HB09061,"gullas, eduardo ""eddie"" r."
HB09061,"gasataya, greg g."
HB09061,"gaite, ferdinand r."
HB09061,"gato, ciriaco jr. b."
HB09061,"defensor, lorenz r."
HB09061,"gorriceta, michael b."
HB09061,"biazon, ruffy b."
HB09061,"dy, ian paul l."
HB09061,"guya, godofredo n."
HB09061,"garcia, pablo john f."
HB09061,"sagarbarria, manuel t."
HB09061,"cullamat, eufemia ""ka femia"" c."
HB09061,"calderon, peter john d."
HB09061,"castelo, precious hipolito"
HB09061,"roman, geraldine b."
HB09061,"revilla, strike b."
HB09061,"labadlabad, glona g."
HB09061,"deloso-montalla, cheryl p."
HB09061,"cabatbat, argel joseph t."
HB09061,"maceda, edward vera perez"
HB09061,"torres-gomez, lucy"
HB09061,"castro, france l."
HB09061,"elago, sarah jane i."
HB09061,"balindong, yasser alonto"
HB09061,"flores, jonathan keith t."
HB09061,"zarate, carlos isagani t."
HB09061,"escudero, evelina g."
HB09061,"saulog, irene gay f."
HB09061,"dujali, alan ""aldu"" r."
HB09061,"tan, alyssa sheena p."
HB09061,"de venecia, christopher v.p."
HB09061,"tejada, jose ""ping-ping"" i."
HB09061,"loyola, dahlia a."
HB09061,"gonzaga, ruwel peter s."
HB09061,"caminero, wilfredo ""willy"" s."
HB09061,"cari, carl nicolas c."
HB09061,"haresco, teodorico jr. t."
HB09061,"tutor, kristine alexie b."
HB09061,"dimaporo, mohamad khalid q."
HB09061,"savellano, deogracias victor ""dv"" b."
HB09061,"bascug, alfel m."
HB09061,"dimaporo, abdullah d."
HB09061,"tiangco, john reynald m."
