,0
pnp bureau protection bfp,0.04138452239641008
police pnp bureau protection,0.04138452239641002
police pnp bureau,0.04138452239640944
act providing establishment,0.04128441351666311
act transferring,0.04086879924995507
sections republic,0.03982407231575569
sections republic act,0.03982407231575441
maintain telecommunications systems,0.03832158410207501
operate maintain telecommunications systems,0.038321584102074396
providing funds therefor,0.03831230487299109
creating department water,0.03786325216113698
state university,0.037782044138694015
care services,0.037678652363015847
school teachers appropriating,0.037641580790052406
school teachers appropriating funds,0.037641580790052365
creating philippine,0.037362605752541495
fourth judicial,0.03716778964791803
fourth judicial region,0.037167789647917684
high school municipality,0.035886117688819
school municipality,0.035886117688818775
college appropriating funds therefor,0.03573645334559658
tesda training assessment center,0.03499024915760235
radio television stations,0.03483242774419515
section 14 batas pambansa,0.03285955727699619
section 14 batas,0.032859557276996146
purpose section 14 batas,0.03285955727699515
municipal trial courts,0.03273292446925133
davao del norte,0.03229766954888122
universal health care act,0.03227811362285027
health care act,0.03227811362284988
public domain located,0.03201011362027645
domain located,0.032010113620274394
labor code,0.031622013500597665
province surigao del norte,0.031563040826444705
fourth judicial region stationed,0.031557279267600824
national housing,0.03129169060065512
branches municipal trial court,0.031185435683468737
393 republic act,0.030812951562576844
393 republic,0.030812951562575283
declaring city,0.02859043943623326
operate maintain radio,0.027975199928180608
maintain radio,0.027975199928179456
service program,0.02781402205867642
ref_senior_citizens,0.027042161497557754
386 known civil,0.026397911900088444
republic act 386 known,0.026397911900088167
act 386 known,0.02639791190008739
386 known civil code,0.026397911900087112
act 386 known civil,0.026397911900086002
386 known,0.02639791190008317
enlisted personnel,0.024059800394707828
centenarians act,0.02402492233150911
broadcasting corporation franchise construct,0.02190437408473639
exit point,0.020672890908491212
province_zamboanga_del_norte,0.018784826218958994
section 393,0.018614977681457368
defining powers functions appropriating,0.018175117193558826
act creating district,0.01727657160225088
creating district engineering,0.01727657160224999
creating district engineering office,0.017276571602249435
creating district,0.017276571602249352
act creating district engineering,0.017276571602248617
memorial hospital,0.017056158911465613
members lupon ng,0.016688147843159112
ng tagapamayapa,0.01668814784315896
members lupon ng tagapamayapa,0.016688147843158793
lupon ng tagapamayapa,0.016688147843158585
lupon ng,0.016688147843158425
land open disposition,0.015799326367213762
ref_economic_affairs,0.015647485711341863
declaring municipality,0.015431783033284477
therefor amending purpose,0.014024254019215865
1991 amended,0.013830683514785554
code 1991 amended,0.013830683514785131
government code 1991 amended,0.013830683514784559
ref_women_and_gender_equality,0.012474684975799621
creating department overseas,0.012439127833363817
act creating department overseas,0.012439127833361818
personnel appropriating funds,0.011305707206725357
personnel appropriating,0.011305707206724497
therefor amending,0.01018336988505121
skills development,0.010000277975339089
land open,0.009829546185432692
personnel appropriating funds therefor,0.008698368447706925
barangay known barangay,0.008123715814270113
barangay known,0.00812371581426885
public works,0.007918726191368075
benefits barangay officials,0.007397034183746765
workers providing funds therefor,0.0069263984178744575
workers providing funds,0.006926398417873458
party_npc,0.0068459471976970955
municipality san jose,0.006844087301289339
destination appropriating funds therefor,0.006525308420214565
destination appropriating funds,0.006525308420213774
destination appropriating,0.0065253084202129
party_np,0.005903695999876078
branches regional trial,0.005362244958338203
branches regional,0.005362244958335205
persons disability,0.004750088972660382
assessment center appropriating funds,0.004237428353753445
ref_overseas_workers_affairs,0.003706611824310993
facilities appropriating,0.003388279374426671
facilities appropriating funds,0.0033882793744255263
philippine science,0.0021159701382160723
operate local exchange network,0.0015737969490875192
operate local exchange,0.0015737969490874082
operate local,0.0015737969490871861
professionalizing organization upgrading,0.001284056476650433
organization upgrading,0.0012840564766494894
motorcycles public utility,0.0006110629429179684
motorcycles public,0.0006110629429179545
use motorcycles public,0.0006110629429175937
use motorcycles public utility,0.0006110629429175937
party_coop-natcco,-0.00035014597274685144
medical center,-0.00139569096616321
providing management utilization,-0.0019882245483105465
management utilization,-0.0019882245483116567
national_capital_region,-0.0030240558921317585
stationed municipality,-0.0033675111056471474
party_ako bicol,-0.004832211503630612
allocating funds therefor purposes,-0.005437263106232354
act appropriating,-0.005481436572873921
operate maintain telecommunications,-0.006106788211138345
maintain telecommunications,-0.006106788211138706
act creating barangay known,-0.006346163379088901
creating barangay known barangay,-0.006346163379090386
creating barangay known,-0.006346163379090927
enterprises amending,-0.006407206041624591
enterprises amending purpose,-0.006407206041624702
known omnibus election code,-0.007884063121685214
known omnibus,-0.007884063121685547
known omnibus election,-0.007884063121687157
construct install operate,-0.00802777221357337
construct install operate maintain,-0.008027772213574147
skills development authority,-0.00855453170107598
tagapamayapa barangay,-0.00901354392188411
tourist destination providing development,-0.009111647919030116
tourist destination providing,-0.009111647919030338
province appropriating funds therefor,-0.009256997134070188
province appropriating funds,-0.009256997134070827
province appropriating,-0.009256997134072076
additional benefits privileges,-0.009367288460223666
act 8972 known solo,-0.010654476752301904
known solo,-0.010654476752301918
8972 known solo,-0.010654476752305873
act 9164 amended republic,-0.01090286108935401
9164 amended republic,-0.010902861089356078
development fund,-0.011989798641535876
road national road,-0.012623822294073328
393 republic act 7160,-0.012660888952764793
development training,-0.012770407296229302
establishing philippine,-0.013639398689085327
amending purpose ra,-0.013772751506059722
province_calamba_city,-0.01568148173053341
norte appropriating funds therefor,-0.01911237992085899
elementary high school,-0.019989331510145453
provincial road national,-0.0207568098676722
personnel armed,-0.020988179934675437
personnel armed forces,-0.020988179934676693
amending sections,-0.021611508381328137
powers functions appropriating funds,-0.021921901346602553
powers functions appropriating,-0.02192190134660322
ref_revision_of_laws,-0.02268439040318959
private schools,-0.023248541697165892
known social security,-0.023708504857985563
known social,-0.023708504857985778
carta filipino,-0.023793373846668575
instituting magna carta filipino,-0.023793373846668575
magna carta filipino,-0.023793373846669436
assessment center appropriating,-0.0239199207785505
training assessment center appropriating,-0.02391992077855072
municipality la,-0.023960732276252145
region_ii,-0.024135395886513172
commemoration founding,-0.02427656794429539
act declaring city,-0.02442613871480631
ref_suffrage_and_electoral_reforms,-0.02789975405072298
establishing elibrary computer,-0.02819059452038833
act establishing elibrary computer,-0.028190594520388468
elibrary computer,-0.02819059452038855
elibrary computer laboratory,-0.028190594520388718
establishing elibrary computer laboratory,-0.028190594520388967
rationalizing professionalizing organization,-0.028784821735900246
rationalizing professionalizing,-0.028784821735900856
violation thereof,-0.028928235963318005
known labor code philippines,-0.03018413329808644
ref_national_defense_and_security,-0.03075309752542965
13 republic,-0.0310486602702289
franchise establish,-0.03246111997413309
persons disabilities,-0.03342813396502409
government unit,-0.0338281414066641
local government unit,-0.03382814140666489
open disposition agricultural,-0.03595145170202274
disposition agricultural,-0.03595145170202296
establishing purpose,-0.03642940194034594
establish operate maintain telecommunications,-0.03678523611002828
filipino seafarers,-0.03740275833795098
carta filipino seafarers,-0.037402758337953396
elementary school,-0.03798584036391961
road national,-0.03842410278317179
province_iloilo_city,-0.038685326649154916
act granting philippine citizenship,-0.03905578743639192
granting philippine,-0.03905578743639518
philippine citizenship,-0.03905578743639552
granting philippine citizenship,-0.03905578743639597
act granting philippine,-0.03905578743639625
integrated school known,-0.040006204127182185
lto district office,-0.04052240881157729
lto district,-0.04052240881157898
antique known,-0.04192476691456842
province antique known,-0.041924766914569506
province surigao del,-0.04345975367169286
province surigao,-0.043459753671693135
teachers appropriating funds,-0.043621445625587035
teachers appropriating funds therefor,-0.04362144562558726
teachers appropriating,-0.04362144562558751
parañaque city,-0.04374379217416205
forces philippines afp,-0.04389287741960533
philippines afp,-0.04389287741960646
armed forces philippines afp,-0.04389287741960657
known labor code,-0.044443892295133305
known labor,-0.04444389229513348
entitled act,-0.04460744778153558
providing implementing,-0.04545915106106216
years old,-0.04661185100007055
12 public private educational,-0.046619662098678655
administration basic,-0.04661966209867994
11 12 public private,-0.04661966209867997
corps rotc grades,-0.04661966209868065
basic reserve,-0.0466196620986807
organization administration,-0.04661966209868073
institutionalization development training organization,-0.04661966209868083
organization administration basic,-0.046619662098680834
institutionalization development training,-0.046619662098680854
training organization,-0.04661966209868092
mandating institutionalization development,-0.046619662098680924
rotc grades,-0.046619662098680924
basic reserve officers training,-0.04661966209868094
training corps rotc grades,-0.04661966209868095
mandating institutionalization development training,-0.04661966209868101
rotc grades 11 12,-0.046619662098681035
training organization administration,-0.04661966209868104
training organization administration basic,-0.046619662098681056
rotc grades 11,-0.04661966209868109
administration basic reserve,-0.04661966209868115
mandating institutionalization,-0.04661966209868118
grades 11 12,-0.04661966209868124
organization administration basic reserve,-0.046619662098681416
corps rotc grades 11,-0.04661966209868146
grades 11 12 public,-0.04661966209868166
grades 11,-0.046619662098682055
basic reserve officers,-0.046619662098682325
11 12 public,-0.04661966209868253
administration basic reserve officers,-0.04661966209868357
province_laguna,-0.04672476384328225
party_bhw,-0.04682324475282401
public domain,-0.04734710266010966
military uniformed,-0.047942419504879985
service facilities,-0.04887143505262531
upgrading service facilities,-0.04887143505262592
members lupon,-0.04994651512033367
creating barangay,-0.04998043173703713
act creating barangay,-0.04998043173704064
fresh water,-0.05087497233101214
province zamboanga del norte,-0.052321352362637075
powers functions responsibilities,-0.05265694597002368
philippines purposes,-0.05282549884544535
national high school appropriating,-0.053425683774161264
act regulating,-0.05480973337069808
barangay officials including,-0.05484884636656723
barangay officials including barangay,-0.05484884636656778
officials including,-0.054848846366569254
officials including barangay tanods,-0.054848846366569365
officials including barangay,-0.05484884636656995
training corps rotc,-0.0553638056404951
corps rotc,-0.055363805640495756
tesda training,-0.055974468371435444
1st district cagayan,-0.05774370274088947
1st district cagayan oro,-0.05774370274088958
purpose national,-0.058058313725887045
act 10742,-0.0582050391433946
province_baguio_city,-0.058733818321648035
province_camarines_sur,-0.05940363212943478
province_nueva_vizcaya,-0.059515259944209364
surigao del sur,-0.05962545141332762
amending section,-0.06137938745277666
universities colleges,-0.0617699710275294
boracay island,-0.061848343426960994
san fernando,-0.06245722085847548
training corps,-0.0634608667708022
providing implementing mechanisms,-0.06452889082012969
implementing mechanisms,-0.06452889082012978
center municipality,-0.06566514210682409
branches regional trial court,-0.06581433303724579
zamboanga del norte,-0.06658627884596918
province pangasinan,-0.06712681371886384
security tenure,-0.06856081784130846
funds therefor purposes,-0.06920894326418128
party_bayan muna,-0.07056047783811925
purposes twentyfive 25 years,-0.07066565959234107
purposes twentyfive,-0.07066565959234124
purposes twentyfive 25,-0.07066565959234189
del sur ecotourism,-0.07068399509392517
district engineering,-0.07086989210908644
strengthening philippine,-0.0713665850400221
presidential decree 442,-0.07170817556396948
decree 442,-0.0717081755639695
multispecies fresh water,-0.0719739253235159
water marine hatchery,-0.07197392532351599
water marine,-0.07197392532351599
multispecies fresh,-0.07197392532351599
fresh water marine,-0.07197392532351599
fresh water marine hatchery,-0.07197392532351603
establishing multispecies fresh water,-0.07197392532351612
act establishing multispecies fresh,-0.0719739253235162
multispecies fresh water marine,-0.0719739253235162
establishing multispecies fresh,-0.0719739253235165
education skills development authority,-0.07224675934675906
functions appropriating funds,-0.07257046051448451
functions appropriating,-0.07257046051448474
special needs,-0.07289430966665092
act establishing,-0.07749919778146708
install maintain operate local,-0.07771982008343792
maintain operate local,-0.07771982008343847
maintain operate local exchange,-0.07771982008343858
institutionalization development,-0.0777784454342686
enterprises amending purpose republic,-0.07817148518537004
act philippines,-0.07913692194465638
province_surigao_del_norte,-0.07943613287777446
tesda training assessment,-0.07963032342986114
establishing multispecies marine hatchery,-0.08038180313216892
establishing medical,-0.08072529405512135
act establishing medical,-0.08072529405512185
province_iloilo,-0.08089471928037566
granting additional benefits,-0.08190255147754417
university appropriating funds therefor,-0.0819500082029884
university appropriating funds,-0.08195000820298873
university appropriating,-0.08195000820298888
development philippines,-0.08221132293074149
health care,-0.08388546804361552
industry development,-0.08522048041396285
party_magsasaka,-0.0853104865025085
9994 known expanded senior,-0.08567591637626182
9994 known expanded,-0.08567591637626215
additional branches,-0.08584628384462259
purpose republic act 9164,-0.08625101331518753
province_la_union,-0.08708360770909307
act separating,-0.08920138757396126
del norte national road,-0.08978315523129447
known act providing,-0.08985837240629638
ref_agrarian_reform,-0.0908217446119143
province_isabela,-0.09096362371427288
abuse exploitation,-0.09111751738326435
reform act 2015,-0.09148588183102696
cebu appropriating funds therefor,-0.09228321950107632
known act,-0.09241548285477624
prescribing penalties violation,-0.09255186377433648
jose province,-0.09298921796752184
san jose province,-0.09298921796752188
install establish operate maintain,-0.09523411869236008
province surigao del sur,-0.09529090476827168
cultural heritage,-0.09611048059231031
regional trial,-0.0962674222672414
franchise granted,-0.09656638631685453
act allowing regulating use,-0.09657869566948032
act allowing regulating,-0.09657869566948063
allowing regulating use,-0.09657869566948171
allowing regulating,-0.09657869566948231
region_iv-a,-0.09671382896033592
city taguig,-0.09672153849365406
province_northern_samar,-0.09672523435938385
district engineering office,-0.09689622695397893
engineering office,-0.09689622695397927
functions providing,-0.09847076590906019
barangay health workers barangay,-0.0993460556006314
personnel armed forces philippines,-0.09972881211213205
hospitals medical,-0.09976864822554177
management policy providing implementing,-0.100170814049938
national land use management,-0.10017081404993805
use management policy providing,-0.10017081404993816
land use management policy,-0.10017081404993827
management policy providing,-0.10017081404993841
use management policy,-0.10017081404993863
use management,-0.10017081404993863
land use management,-0.10017081404993888
install establish,-0.10123908389837477
construct install establish,-0.1012390838983751
norte national road,-0.10262535161584853
prescribing powers functions,-0.10294011783030108
act amending section,-0.10315809722662123
libmanan camarines,-0.10369600461148029
libmanan camarines sur,-0.10369600461148035
information communications,-0.10453590536385736
party_buhay,-0.10541879311523777
franchise construct install,-0.10585083797042166
enlisted personnel armed forces,-0.10585375850587359
enlisted personnel armed,-0.10585375850587535
civil service,-0.10594046201411966
known universal health care,-0.10628867965301389
known universal health,-0.10628867965301414
11223 known universal health,-0.10628867965301496
ref_veterans_affairs_and_welfare,-0.10646281144145986
sanctions purposes,-0.1066266718213037
assessment center,-0.10734729014913008
training assessment center,-0.10734729014913161
ref_sustainable_development_goals,-0.1082995103399382
ref_social_services,-0.10983671543032036
financial institutions,-0.11144456361550083
act instituting reforms real,-0.11298039144300298
bureau local government finance,-0.11298039144300509
instituting reforms real property,-0.11298039144300517
instituting reforms real,-0.11298039144300517
property valuation,-0.11298039144300534
reforms real property valuation,-0.1129803914430054
reforms real,-0.11298039144300545
reforms real property,-0.11298039144300553
real property valuation,-0.11298039144300556
bureau local government,-0.11298039144300595
bureau local,-0.11298039144300645
broadcasting network,-0.11333383190224045
citizens persons,-0.11412649545352699
senior citizens persons,-0.114126495453527
department disaster,-0.11456956618860169
act creating department disaster,-0.11456956618860206
creating department disaster,-0.11456956618860221
province_catanduanes,-0.11457582220027224
province_valenzuela_city,-0.11552736706246905
municipal trial,-0.11586635063548181
provincial road,-0.11625780586108661
southern luzon state,-0.11711304234801284
southern luzon,-0.117113042348013
additional branches regional trial,-0.11715499211549557
additional branches regional,-0.11715499211549593
kabataan reform act,-0.11730758998819374
sangguniang kabataan reform act,-0.11730758998819378
kabataan reform act 2015,-0.11730758998819404
sangguniang kabataan reform,-0.11730758998819421
kabataan reform,-0.11730758998819443
republic act,-0.11872410044333098
province_masbate,-0.11936777613883914
republic act 7610,-0.11945432242574058
act 7610,-0.11945432242574461
province agusan,-0.12091189642424538
province agusan del,-0.12091189642424592
regulating practice,-0.12109887123867445
southern leyte,-0.12122821343558315
act 3815,-0.12264599257743397
special economic zone,-0.1226940731778704
medical center appropriating,-0.12333096372002605
medical center appropriating funds,-0.12333096372002633
senior citizens persons disabilities,-0.12451550206578414
citizens persons disabilities,-0.12451550206578649
powers functions providing,-0.1278296599350302
tourist destination,-0.12898255489135285
party_anakalusugan,-0.13098215737357222
public service,-0.13208572243484262
local exchange,-0.13285353059055488
act declaring municipality,-0.13310876124324472
human rights,-0.13399181988471676
providing national,-0.1341123938603036
act 9340,-0.134607649863355
9340 republic,-0.1346076498633575
republic act 9340 republic,-0.1346076498633585
republic act 9340,-0.13460764986335855
9340 republic act,-0.13460764986335905
act 9340 republic act,-0.1346076498633592
act 9340 republic,-0.13460764986336016
amended presidential,-0.13499290456229518
amended presidential decree,-0.13499290456229907
granting additional,-0.13539600712734243
education skills development,-0.13567451558915947
technical education skills development,-0.13567451558916013
granting additional benefits privileges,-0.13652219532445947
broadcasting corporation franchise,-0.13764352714197195
integrated school,-0.13922886656475808
cebu appropriating,-0.13999414115723263
cebu appropriating funds,-0.13999414115723519
city province misamis oriental,-0.14011006138373533
oro city province misamis,-0.1401100613837373
cagayan oro city province,-0.14011006138373738
oro city province,-0.14011006138373747
city province misamis,-0.14011006138373755
party_pfp,-0.14048146730702626
training center,-0.14077137536172857
technical education,-0.14179057677539245
penalties violations,-0.14297482250787721
exchange network,-0.14383960739041649
local exchange network,-0.143839607390417
regulating use motorcycles public,-0.14400343578488528
regulating use motorcycles,-0.14400343578488556
allowing regulating use motorcycles,-0.14400343578488595
creating department,-0.14420139112392397
act prohibiting discrimination,-0.14508795736234015
ref_human_rights,-0.1456972106917075
franchise construct install operate,-0.14659263750374016
ref_transportation,-0.1471656470323791
center barangay,-0.14734802205062725
maintain telecommunications systems philippines,-0.14938980264769003
act increasing bed capacity,-0.14966720712044893
act increasing bed,-0.1496672071204502
install establish operate,-0.14988416945888489
construct install establish operate,-0.14988416945888489
ecotourism zone,-0.1505270681632353
solo parents,-0.15086425378415197
act regulating practice,-0.15124086982830726
magna carta,-0.1529071496975371
del norte national,-0.1531386725968717
falls located,-0.15405213525932626
appropriations therefor,-0.15440286533318626
provincial office commission,-0.1558120284884923
provincial office commission higher,-0.15581202848849238
establishing provincial office commission,-0.15581202848849388
province lanao del norte,-0.15725796721779173
elementary school barangay,-0.15749999719501123
act prohibiting imposition,-0.1576959375266753
prohibiting imposition,-0.15769593752667646
province_negros_oriental,-0.15790379517558986
prescribing powers,-0.158057156125982
local government,-0.16023917622151534
trial court fourth,-0.16033995418051752
court fourth,-0.16033995418051772
court fourth judicial,-0.1603399541805178
trial court fourth judicial,-0.16033995418051789
regional trial court fourth,-0.16033995418051805
court fourth judicial region,-0.1603399541805185
requiring public,-0.1606219971712054
region_viii,-0.160745989919934
norte national,-0.16182102044755142
province_occidental_mindoro,-0.1619242556078951
establishing elementary school barangay,-0.16239981994844355
iligan city,-0.1625624817946542
prohibiting discrimination,-0.1627061438327455
telephone franchise construct,-0.1632685368807473
telephone franchise,-0.1632685368807478
order 209 known family,-0.1633142616801111
order 209 known,-0.1633142616801115
executive order 209 known,-0.16331426168011204
209 known family code,-0.1633142616801129
209 known family,-0.16331426168011348
209 known,-0.16331426168011468
elementary school appropriating,-0.16360537482587684
elementary school appropriating funds,-0.16360537482587695
tertiary education,-0.16364444001541906
province leyte appropriating funds,-0.16379710426554211
province leyte appropriating,-0.16379710426554306
special nonworking holiday municipality,-0.16442211512032434
nonworking holiday municipality,-0.16442211512032523
government units amending,-0.16487787920017358
units amending,-0.16487787920017408
local government units amending,-0.1648778792001745
purpose section 14 paragraph,-0.16636990034063562
section 14 paragraph,-0.1663699003406363
province_sorsogon,-0.1673377258582538
commemoration founding anniversary,-0.16736620892758952
9994 known,-0.16767059451590866
region_iv-b,-0.16779557521250293
broadcasting stations,-0.16832675640658856
board national,-0.16919342325767223
development authority tesda training,-0.16958832478460545
authority tesda training,-0.16958832478460598
franchise construct install establish,-0.169888295544504
party_kabayan,-0.17000784115817424
college medicine,-0.17084465828190198
branches municipal trial,-0.17133115745462182
branches municipal,-0.1713311574546229
norte appropriating funds,-0.17169265894448046
norte appropriating,-0.171692658944481
party_ram,-0.17301615011995186
santos city,-0.1733406566620097
barangay health workers,-0.17531645532791418
grade public school teachers,-0.1764528781527192
grade public,-0.1764528781527196
salary grade public school,-0.1764528781527202
grade public school,-0.17645287815272026
salary grade public,-0.17645287815272045
health workers barangay,-0.17648788599013315
workers barangay,-0.1764878859901332
republic act 7925,-0.17708250430156328
iloilo city,-0.17800383743043868
municipal trial court,-0.17947067235043715
hospital city,-0.1795721615401088
province southern leyte,-0.18008525842721115
province southern,-0.1800852584272117
establishing elementary school,-0.1811078258767379
establishing elementary,-0.1811078258767384
act establishing elementary,-0.18110782587673996
act establishing elementary school,-0.18110782587674107
special nonworking holiday province,-0.18188546179438986
health workers benefits,-0.18236469267486455
republic act 7883 known,-0.18236469267486471
workers benefits,-0.1823646926748651
workers benefits incentives,-0.1823646926748651
workers benefits incentives act,-0.1823646926748651
health workers benefits incentives,-0.1823646926748651
education skills,-0.1831336280696342
functions duties,-0.18326014058106183
technical education skills,-0.18340558561522194
act granting,-0.18379866351827912
occidental known,-0.18449482332145795
act amending sections,-0.18475735077105135
del sur appropriating,-0.18609261796621562
del sur appropriating funds,-0.18609261796621873
presidential decree 442 amended,-0.18670005771392406
decree 442 amended known,-0.18670005771392406
decree 442 amended,-0.186700057713925
grant benefits special,-0.18781820038464014
building grant benefits special,-0.18781820038464028
grant benefits special privileges,-0.18781820038464084
special privileges,-0.18781820038464137
special privileges purposes,-0.1878182003846414
benefits special privileges purposes,-0.18781820038464145
benefits special,-0.18781820038464186
benefits special privileges,-0.18781820038464375
road network connecting barangay,-0.18937760935975656
network connecting barangay,-0.18937760935975673
centenarians act 2016,-0.18957254525926687
basis sexual,-0.19092593937770583
basis sexual orientation gender,-0.19092593937770658
discrimination basis sexual,-0.19092593937770685
discrimination basis sexual orientation,-0.19092593937770752
basis sexual orientation,-0.19092593937770766
prohibiting discrimination basis sexual,-0.1909259393777077
penalties sanctions,-0.19254807505740962
republic act 11223 known,-0.1934870947312181
act 11223 known,-0.1934870947312185
prescribing penalties violation thereof,-0.19387818506245522
development authority,-0.19437641099630254
insurance act,-0.19595948063131557
del sur,-0.19621470835874555
units amending purpose,-0.19646192717771857
government units amending purpose,-0.19646192717771882
authority tesda training assessment,-0.19916720069274507
442 amended known,-0.19925090709221316
442 amended known labor,-0.1992509070922134
amended known labor,-0.19925090709221538
amended known labor code,-0.19925090709221682
442 amended,-0.1992509070922175
province oriental mindoro,-0.19973144068613155
province oriental,-0.19973144068613155
del monte province,-0.20064741719792234
monte province,-0.20064741719792312
monte province bulacan,-0.2006474171979234
jose del monte province,-0.2006474171979238
del monte province bulacan,-0.20064741719792384
additional branches municipal trial,-0.20082465728510787
additional branches municipal,-0.2008246572851089
party_diwa,-0.20083448582347707
order 209,-0.20259516616046436
executive order 209,-0.20259516616046533
luzon state,-0.2036102658728549
act 11223 known universal,-0.20448983318355224
11223 known universal,-0.2044898331835571
act upgrading minimum salary,-0.20534521624769
upgrading minimum salary,-0.20534521624769236
party_cdp,-0.20605614743859624
known public,-0.20646722698089662
penalties sanctions purposes,-0.20652533609379908
cagayan oro,-0.2065917464668284
act creating department,-0.20851976207943923
camarines sur,-0.2099845500849984
party_prp,-0.21021562177180264
department agriculture,-0.21024764610226399
national regional provincial government,-0.21068412446167656
provincial government hospitals,-0.21068412446167695
regional provincial government,-0.21068412446167792
regional provincial government hospitals,-0.21068412446167792
government employees,-0.2108931224003107
computer laboratory,-0.211280311224595
1st district,-0.21258949942613803
agrarian reform,-0.214779488807384
province_batangas,-0.21571530628093857
norte tourist,-0.21606922732257444
11223 known,-0.2161105416169961
act creating,-0.2169806092219473
national high school barangay,-0.2173852478537276
province_malabon_city,-0.21761149800891777
region_x,-0.21868601218395917
economic zone authority,-0.21902421119352708
year special,-0.21963927756499269
funds therefor,-0.22018916528546773
norte tourist destination providing,-0.22094895889967944
norte tourist destination,-0.22094895889967947
province_quezon,-0.22140975261372473
known revised,-0.2219386836907891
economic zone,-0.2220186103301083
act declaring province,-0.2225032511692316
program amending purpose republic,-0.22341415911940724
city metro,-0.2235588869110937
city metro manila,-0.22355888691109574
province_lanao_del_sur,-0.2244203543653306
agusan del sur,-0.2246765906587155
13 republic act,-0.22662429037414977
regional provincial,-0.22693686422784656
national regional provincial,-0.2269368642278469
national regional,-0.22693686422784723
training assessment,-0.22710337489010218
act 7277,-0.2278217503936029
republic act 7277,-0.2278217503936032
section 10,-0.22809663056251717
additional branch,-0.23130560494320274
information communications technology,-0.23145074797900297
communications technology,-0.23145074797900414
barangay poblacion,-0.23183366553091633
amended appropriating funds therefor,-0.23291806020475614
act 9164 amended,-0.23465964066134964
republic act 9164 amended,-0.23465964066135014
9164 amended,-0.23465964066135075
zamboanga del norte appropriating,-0.23481895263217784
party_act-cis,-0.23490660856333534
lanao del sur,-0.23596913445938272
14 paragraph,-0.23619489018296916
use sale,-0.23786174837719096
act granting additional benefits,-0.23797592571547904
country providing funds therefor,-0.23833067254959867
act creating additional branch,-0.23918926786912062
training assessment center municipality,-0.23934742792589164
assessment center municipality,-0.23934742792589186
year special working holiday,-0.24049676563313147
year special working,-0.24049676563313166
maintain commercial,-0.2405752436161056
operate maintain commercial,-0.24057524361610583
cordillera_administrative_region,-0.2411547742096488
sta cruz,-0.24149540291277016
research development,-0.24277148748635657
use motorcycles,-0.24652295586701883
special economic,-0.24722020784298318
school barangay,-0.24750045777206636
government procurement,-0.2480233479097293
code 1997,-0.24950739744942882
party_pmp,-0.2502140345498056
declaring province,-0.25033572427923
install operate maintain radio,-0.2505378540860808
act 9164,-0.2509255458949884
republic act 9164,-0.2509255458949904
27 28,-0.2523487011425395
3815 amended,-0.25311802426222796
act 3815 amended,-0.25311802426222846
purpose certain,-0.25351008604134256
research development center,-0.2547597567192272
open disposition,-0.25491349173146416
act 1995,-0.2551382177127248
disaster resilience,-0.2562727293359761
science high school,-0.25780050467294274
act granting additional,-0.2593317745000007
establishing multispecies marine,-0.2596457541705952
act establishing multispecies marine,-0.25964575417059643
metro manila,-0.2603253647951429
ref_appropriations,-0.26040272751010707
amended appropriating funds,-0.26087193823569044
amended appropriating,-0.26087193823569366
rural development,-0.26159111389251727
act establishing multispecies,-0.26576515248522414
establishing multispecies,-0.2657651524852259
school converting independent national,-0.26620796389017254
works highways,-0.2675105879268211
public works highways,-0.26751058792682136
department public works,-0.26751058792682164
department public works highways,-0.26751058792682253
1995 amended,-0.2683091763856432
act 1995 amended,-0.2683091763856481
party_ofw family,-0.2684585510769095
appropriating funds therefor,-0.2685682198140855
region stationed municipality,-0.26883267262137545
judicial region stationed municipality,-0.2688326726213761
hospital bills,-0.26914654200221744
party_gma,-0.2697338232663946
regional trial court,-0.2704599760195245
tesda training accreditation,-0.2705314871360085
act providing national,-0.2718756673752256
health appropriating funds therefor,-0.2725810759901462
commemoration foundation,-0.27278011798796964
repealing purpose,-0.27278094092350924
revenue code 1997,-0.273004486606665
internal revenue code 1997,-0.27300448660666554
therefor purposes,-0.27363917774565716
teacher education,-0.2757123009347381
creating additional branch,-0.27673171611998326
integrated school appropriating,-0.27751715359757556
integrated school appropriating funds,-0.27751715359757606
country providing,-0.27756442641980705
amending sections republic act,-0.2799345026431583
amending sections republic,-0.2799345026431592
converting independent national,-0.2817495023188934
sur national,-0.28283052059330105
section republic,-0.2838277913526968
section republic act,-0.28382779135269737
purpose ra,-0.28479089159635357
rehabilitation center,-0.28672094183067937
citizen armed forces,-0.2868500755462208
act regulating sale,-0.2884425867911192
regulating sale,-0.2884425867911201
billion pesos,-0.28920108061408983
resource centers,-0.28985239947567926
province_navotas_city,-0.2904809335394287
party_nvteño,-0.2904809335394391
regular campus,-0.2917879685226663
act establishing special,-0.2918522550712733
establishing special,-0.29185225507127643
fernando province,-0.29249791151261384
san fernando province,-0.29249791151261456
act reclassifying,-0.2927233847827614
private public,-0.296684127010516
province_oriental_mindoro,-0.2967728239872367
country providing funds,-0.2976105698411662
province zamboanga sibugay,-0.2981346571513174
province rizal,-0.2992124269056086
party_robinsyano ako,-0.29942227399285126
department overseas,-0.2994363393047018
holiday province,-0.3003906778066743
region_ix,-0.3011991091857883
3815 amended known,-0.301474870129778
act 3815 amended known,-0.3014748701297813
province zamboanga del,-0.3036478291387417
health workers,-0.3043092078820825
provincial government,-0.30448266605834867
poblacion municipality,-0.3073141760665487
